Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
3,1901,2B,Cupid Childs,33,63,278,236,24,61,9,0,0,21,3,0,30,21,0.258,0.359,0.297,0.656,94,70,0,7,1,0,0,Left,No
4,1901,SS,Barry McCormick,26,115,465,427,45,100,15,6,1,32,12,0,31,56,0.234,0.288,0.304,0.592,74,130,0,1,4,0,0,Right,No
5,1901,3B,Fred Raymer,25,120,487,463,41,108,14,2,0,43,18,0,11,51,0.233,0.257,0.272,0.529,56,126,0,4,9,0,0,Right,No
6,1901,OF,Topsy Hartsel,27,140,636,558,111,187,25,16,7,54,41,0,74,48,0.335,0.414,0.475,0.889,161,265,0,1,3,0,0,Left,No
7,1901,OF,Danny Green,24,133,586,537,82,168,16,12,6,61,31,0,40,60,0.313,0.364,0.421,0.785,131,226,0,3,6,0,0,Left,No
8,1901,OF,Frank Chance,24,69,283,241,38,67,12,4,0,36,27,0,29,24,0.278,0.376,0.361,0.737,118,87,0,9,4,0,0,Right,No
9,1901,UT,Charlie Dexter,25,116,488,460,46,123,9,5,1,66,22,0,16,28,0.267,0.302,0.315,0.617,82,145,0,7,5,0,0,Right,No
10,1901,C,Mike Kahoe,27,67,251,237,21,53,12,2,1,21,5,0,8,11,0.224,0.249,0.304,0.553,62,72,0,0,6,0,0,Right,No
11,1901,2B,Pete Childs?,29,60,243,210,23,48,5,1,0,14,4,0,26,26,0.229,0.319,0.262,0.581,72,55,0,2,3,0,0,Right,No
12,1901,OF,Cozy Dolan,28,43,180,171,29,45,1,2,0,16,3,0,7,20,0.263,0.296,0.292,0.588,74,50,0,1,1,0,0,Left,No
13,1901,OF,John Menefee,33,48,177,152,19,39,5,3,0,13,4,0,8,18,0.257,0.327,0.329,0.656,94,50,0,8,7,0,0,Right,No
14,1901,3B,Jim Delahanty,22,17,70,63,4,12,2,0,0,4,5,0,3,9,0.19,0.239,0.222,0.461,36,14,0,1,3,0,0,Right,No
15,1901,OF,Bill Gannon?,28,15,63,61,2,9,0,0,0,0,5,0,1,10,0.148,0.161,0.148,0.309,-9,9,0,0,1,0,0,Right,No
16,1901,3B,Eddie Hickey?,28,10,40,37,4,6,0,0,0,3,1,0,2,6,0.162,0.225,0.162,0.387,15,6,0,1,0,0,0,Right,No
17,1901,3B,Larry Hoffman,22,6,23,22,2,7,1,0,0,6,1,0,0,5,0.318,0.348,0.364,0.711,110,8,0,1,0,0,0,Right,No
18,1901,OF,Harry Croft?,25,3,12,12,1,4,0,0,0,4,0,0,0,1,0.333,0.333,0.333,0.667,97,4,0,0,0,0,0,Right,No
19,1901,IF,Germany Schaefer,25,2,7,5,0,3,1,0,0,0,0,0,2,1,0.6,0.714,0.8,1.514,346,4,0,0,0,0,0,Right,No
20,1901,P,Tom Hughes,22,38,130,118,7,14,1,0,0,5,3,0,2,41,0.119,0.133,0.127,0.26,-23,15,0,0,4,0,0,Right,No
21,1901,P,Jack Taylor,27,35,115,106,12,23,6,0,0,2,0,0,4,24,0.217,0.245,0.274,0.519,53,29,0,0,2,0,0,Right,No
22,1901,P,Rube Waddell,24,30,100,98,16,25,3,3,2,14,2,0,2,22,0.255,0.27,0.408,0.678,98,40,0,0,0,0,0,Right,No
23,1901,P,Mal Eason,22,27,89,87,4,12,1,0,0,6,1,0,1,16,0.138,0.148,0.149,0.297,-12,13,0,0,1,0,0,Right,No
24,1901,P,Bert Cunningham,35,1,4,1,0,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,54,0,0,0,2,0,0,Right,No
25,1901,P,Charlie Ferguson?,26,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
1,1900,C,Tim Donahue,30,67,246,216,21,51,10,1,0,17,8,0,19,10,0.236,0.313,0.292,0.604,70,63,0,5,6,0,0,Left,No
2,1900,1B,John Ganzel,26,78,308,284,29,78,14,4,4,32,5,0,10,10,0.275,0.316,0.394,0.71,99,112,0,7,7,0,0,Right,No
3,1900,2B,Cupid Childs,32,137,615,531,67,128,14,5,0,44,15,0,57,23,0.241,0.323,0.286,0.609,72,152,0,7,20,0,0,Left,No
4,1900,SS,Barry McCormick,25,110,436,379,35,83,13,5,3,48,8,0,38,44,0.219,0.292,0.303,0.595,68,115,0,1,18,0,0,Right,No
5,1900,3B,Bill Bradley,22,122,483,444,63,125,21,8,5,49,14,0,27,61,0.282,0.33,0.399,0.728,104,177,0,5,7,0,0,Right,No
6,1900,OF,Jack McCarthy,31,124,540,503,68,148,16,7,0,48,22,0,24,17,0.294,0.329,0.354,0.683,92,178,0,2,11,0,0,Left,No
7,1900,OF,Jimmy Ryan,37,105,450,415,66,115,25,4,5,59,19,0,29,19,0.277,0.329,0.393,0.722,103,163,0,3,3,0,0,Right,No
8,1900,OF,Danny Green,23,103,419,389,63,116,21,5,5,49,28,0,17,36,0.298,0.339,0.416,0.755,112,162,0,7,6,0,0,Left,No
9,1900,UT,Sam Mertes,27,127,548,481,72,142,25,4,7,60,38,0,42,26,0.295,0.356,0.407,0.763,114,196,0,3,22,0,0,Right,No
10,1900,C,Frank Chance,23,56,187,149,26,44,9,3,0,13,8,0,15,12,0.295,0.413,0.396,0.809,128,59,0,15,8,0,0,Right,No
11,1900,SS,Billy Clingman,30,47,179,159,15,33,6,0,0,11,6,0,17,18,0.208,0.292,0.245,0.537,52,39,0,2,1,0,0,Right,Yes
12,1900,UT,Charlie Dexter,24,40,130,125,7,25,5,0,2,20,2,0,1,8,0.2,0.213,0.288,0.501,40,36,0,1,3,0,0,Right,No
13,1900,IF,Sammy Strang,23,27,116,102,15,29,3,0,0,9,1,0,8,18,0.284,0.348,0.314,0.662,87,32,0,2,4,0,0,Right,Yes
14,1900,1B,Bill Everitt,31,23,95,91,10,24,4,0,0,17,2,0,3,5,0.264,0.287,0.308,0.595,67,28,0,0,1,0,0,Left,No
15,1900,C,Johnny Kling,24,15,54,51,8,15,3,1,0,7,0,0,2,3,0.294,0.321,0.392,0.713,100,20,0,0,1,0,0,Right,No
16,1900,OF,Cozy Dolan,27,13,50,48,5,13,1,0,0,2,2,0,2,3,0.271,0.3,0.292,0.592,67,14,0,0,0,0,0,Left,No
17,1900,C,Art Nichols,28,8,28,25,1,5,0,0,0,0,1,0,3,2,0.2,0.286,0.2,0.486,38,5,0,0,0,0,0,Right,No
18,1900,OF,Sam Dungan,33,6,16,15,1,4,0,0,0,1,0,0,1,2,0.267,0.313,0.267,0.579,64,4,0,0,0,0,0,Right,No
19,1900,3B,Harry Wolverton,26,3,13,11,2,2,0,0,0,0,1,0,2,2,0.182,0.308,0.182,0.49,39,2,0,0,0,0,0,Right,Yes
20,1900,C,Roger Bresnahan,21,2,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
21,1900,P,Jimmy Callahan,26,32,126,115,16,27,3,2,0,9,5,0,6,13,0.235,0.273,0.296,0.568,60,34,0,0,5,0,0,Right,No
22,1900,P,Clark Griffith,30,30,104,95,16,24,4,1,1,7,2,0,8,7,0.253,0.311,0.347,0.658,85,33,0,0,1,0,0,Right,No
23,1900,P,Ned Garvin,26,30,95,91,12,14,1,0,0,4,0,0,3,16,0.154,0.189,0.165,0.354,0,15,0,1,0,0,0,Right,No
24,1900,P,Jack Taylor,26,28,87,81,7,19,3,1,1,6,1,0,3,7,0.235,0.262,0.333,0.595,67,27,0,0,3,0,0,Right,No
25,1900,P,John Menefee,32,17,52,46,5,5,0,0,0,4,0,0,2,1,0.109,0.18,0.109,0.289,-18,5,0,2,2,0,0,Right,No
26,1900,P,Bert Cunningham,34,8,29,27,5,4,1,0,0,1,1,0,1,5,0.148,0.207,0.185,0.392,11,5,0,1,0,0,0,Right,No
27,1900,P,Frank Killen,29,6,23,20,0,3,0,0,0,2,0,0,1,3,0.15,0.227,0.15,0.377,7,3,0,1,1,0,0,Left,No
28,1900,P,Tom Hughes,21,3,8,6,0,0,0,0,0,0,0,0,2,1,0.0,0.25,0.0,0.25,-27,0,0,0,0,0,0,Right,No
29,1900,P,Mal Eason,21,1,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
30,1900,P,Zaza Harvey,21,2,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
1,1899,C,Tim Donahue,29,92,334,278,39,69,9,3,0,29,10,0,34,14,0.248,0.345,0.302,0.647,80,84,0,7,15,0,0,Left,No
2,1899,1B,Bill Everitt,30,136,584,536,87,166,17,5,1,74,30,0,31,24,0.31,0.351,0.366,0.717,99,196,0,3,14,0,0,Left,No
3,1899,2B,Barry McCormick,24,102,415,376,48,97,15,2,2,52,14,0,25,30,0.258,0.311,0.324,0.636,76,122,0,4,10,0,0,Right,No
4,1899,SS,Gene DeMontreville,26,82,346,310,43,87,6,3,0,40,26,0,17,18,0.281,0.328,0.319,0.648,80,99,0,5,14,0,0,Right,No
5,1899,3B,Harry Wolverton,25,99,442,389,50,111,14,11,1,49,14,0,30,14,0.285,0.35,0.386,0.736,104,150,0,9,14,0,0,Right,Yes
6,1899,OF,Jimmy Ryan,36,125,575,525,91,158,20,10,3,68,9,0,43,25,0.301,0.357,0.394,0.752,108,207,0,3,4,0,0,Right,No
7,1899,OF,Danny Green,22,117,525,475,90,140,12,11,6,56,18,0,35,50,0.295,0.352,0.404,0.756,110,192,0,7,8,0,0,Left,No
8,1899,OF,Sam Mertes,26,117,474,426,83,127,13,16,9,81,45,0,33,35,0.298,0.349,0.467,0.816,125,199,0,0,15,0,0,Right,No
9,1899,OF,Bill Lange,28,107,463,416,81,135,21,7,1,58,41,0,38,8,0.325,0.382,0.416,0.798,121,173,0,1,8,0,0,Right,No
10,1899,IF,Jim Connor,36,69,263,234,26,48,7,1,0,24,6,0,18,13,0.205,0.265,0.244,0.508,41,57,0,1,10,0,0,Right,No
11,1899,SS,George Magoon,24,59,232,189,24,43,5,1,0,21,5,0,24,15,0.228,0.333,0.265,0.598,67,50,0,6,13,0,0,Right,No
12,1899,C,Frank Chance,22,64,213,192,37,55,6,2,1,22,10,0,15,9,0.286,0.351,0.354,0.705,96,68,0,4,2,0,0,Right,No
13,1899,3B,Bill Bradley,21,35,144,129,26,40,6,1,2,18,4,0,12,17,0.31,0.378,0.419,0.796,121,54,0,2,1,0,0,Right,No
14,1899,C,Art Nichols,27,17,50,47,5,12,2,0,1,11,3,0,0,1,0.255,0.286,0.362,0.647,79,17,0,2,1,0,0,Right,No
15,1899,2B,Walter Curley,25,10,44,37,7,4,0,1,0,2,0,0,3,4,0.108,0.233,0.162,0.395,10,6,0,3,1,0,0,Right,No
16,1899,OF,Frank Quinn?,22,12,42,34,6,6,0,1,0,1,1,0,6,5,0.176,0.3,0.235,0.535,49,8,0,0,2,0,0,Right,No
17,1899,P,Jimmy Callahan,25,47,165,150,21,39,4,3,0,18,9,0,8,9,0.26,0.306,0.327,0.633,76,49,0,2,5,0,0,Right,No
18,1899,P,Jack Taylor,25,42,157,139,25,37,9,2,0,17,0,0,16,16,0.266,0.346,0.36,0.706,96,50,0,1,1,0,0,Right,No
19,1899,P,Clark Griffith,29,39,140,120,15,31,5,0,0,14,2,0,14,9,0.258,0.346,0.3,0.646,80,36,0,2,4,0,0,Right,No
20,1899,P,Ned Garvin,25,24,78,71,1,11,0,0,0,1,0,0,1,15,0.155,0.178,0.155,0.333,-7,11,0,1,5,0,0,Right,No
21,1899,P,Bill Phyle?,24,10,34,34,2,6,0,0,0,1,0,0,0,8,0.176,0.176,0.176,0.353,-2,6,0,0,0,0,0,Right,No
22,1899,P,Dick Cogan,27,8,29,25,4,5,1,2,0,4,0,0,2,2,0.2,0.286,0.4,0.686,89,10,0,1,1,0,0,Right,No
23,1899,P,Jack Katoll,24,2,8,7,1,0,0,0,0,0,0,0,1,2,0.0,0.125,0.0,0.125,-64,0,0,0,0,0,0,Left,No
24,1899,P,John Malarkey?,27,1,5,5,0,1,1,0,0,0,0,0,0,2,0.2,0.2,0.4,0.6,65,2,0,0,0,0,0,Right,No
25,1899,P,Skel Roach,27,1,4,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
1,1898,C,Tim Donahue,28,122,465,396,52,87,12,3,0,39,17,0,49,31,0.22,0.318,0.265,0.583,67,105,0,8,12,0,0,Left,No
2,1898,1B,Bill Everitt,29,149,661,596,102,190,15,6,0,69,28,0,53,43,0.319,0.377,0.364,0.741,112,217,0,3,9,0,0,Left,No
3,1898,2B,Jim Connor,35,138,563,505,51,114,9,9,0,67,11,0,42,34,0.226,0.289,0.279,0.568,63,141,0,3,13,0,0,Right,No
4,1898,SS,Bill Dahlen,28,142,619,521,96,151,35,8,1,79,27,0,58,41,0.29,0.385,0.393,0.779,123,205,0,23,17,0,0,Right,No
5,1898,3B,Barry McCormick,23,137,594,530,76,131,15,9,2,78,15,0,47,54,0.247,0.314,0.321,0.635,82,170,0,5,12,0,0,Right,No
6,1898,OF,Jimmy Ryan,35,144,657,572,122,185,32,13,4,79,29,0,73,24,0.323,0.405,0.446,0.85,143,255,0,5,7,0,0,Right,No
7,1898,OF,Sam Mertes,25,83,316,269,45,80,4,8,1,47,27,0,34,28,0.297,0.388,0.383,0.771,121,103,0,6,7,0,0,Right,No
8,1898,OF,Bill Lange,27,113,490,442,79,141,16,11,5,69,22,0,36,17,0.319,0.377,0.439,0.816,133,194,0,5,7,0,0,Right,No
9,1898,OF,Walter Thornton,23,62,235,210,34,62,5,2,0,14,8,0,22,14,0.295,0.362,0.338,0.7,101,71,0,0,3,0,0,Left,No
10,1898,OF,Danny Green,21,47,199,188,26,59,4,3,4,27,12,0,7,14,0.314,0.342,0.431,0.773,121,81,0,1,3,0,0,Left,No
11,1898,OF,Frank Isbell,22,45,169,159,17,37,4,0,0,8,3,0,3,13,0.233,0.252,0.258,0.509,46,41,0,1,6,0,0,Left,No
12,1898,UT,Frank Chance,21,53,162,147,32,41,4,3,1,14,7,0,7,14,0.279,0.338,0.367,0.705,102,54,0,6,2,0,0,Right,No
13,1898,3B,Harry Wolverton,24,13,54,49,4,16,1,0,0,2,1,0,1,3,0.327,0.353,0.347,0.7,100,17,0,1,3,0,0,Right,Yes
14,1898,C,Art Nichols,26,14,50,42,7,12,1,0,0,6,6,0,4,4,0.286,0.388,0.31,0.697,100,13,0,3,1,0,0,Right,No
15,1898,2B,Frank Martin?,19,1,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
16,1898,P,Jimmy Callahan,24,43,172,164,27,43,7,5,0,22,3,0,4,18,0.262,0.28,0.366,0.646,84,60,0,0,4,0,0,Right,No
17,1898,P,Walt Woods,23,48,162,154,16,27,1,0,0,8,3,0,4,15,0.175,0.201,0.182,0.383,10,28,0,1,3,0,0,Right,No
18,1898,P,Clark Griffith,28,38,137,122,15,20,2,3,0,15,1,0,13,6,0.164,0.244,0.23,0.474,36,28,0,0,2,0,0,Right,No
19,1898,P,Matt Kilroy,32,26,111,96,20,22,4,1,0,10,0,0,13,7,0.229,0.321,0.292,0.613,76,28,0,0,2,0,0,Left,No
20,1898,P,Jack Taylor,24,5,18,15,4,3,2,0,0,2,0,0,3,1,0.2,0.333,0.333,0.667,91,5,0,0,0,0,0,Right,No
21,1898,P,Buttons Briggs,22,4,14,14,2,6,1,0,0,1,0,0,0,1,0.429,0.429,0.5,0.929,165,7,0,0,0,0,0,Right,No
22,1898,P,Bill Phyle?,23,4,11,9,1,1,0,0,0,0,0,0,2,1,0.111,0.273,0.111,0.384,11,1,0,0,0,0,0,Right,No
23,1898,P,Danny Friend,25,2,7,7,0,2,1,0,0,0,0,0,0,0,0.286,0.286,0.429,0.714,104,3,0,0,0,0,0,Left,No
24,1898,P,Henry Clarke,22,2,5,4,0,1,0,0,0,0,0,0,1,0,0.25,0.4,0.25,0.65,87,1,0,0,0,0,0,Right,No
25,1898,P,Jack Katoll,23,2,4,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
1,1897,C,Malachi Kittridge,27,79,291,262,25,53,5,5,1,30,9,0,22,11,0.202,0.264,0.271,0.535,40,71,0,0,7,0,0,Right,No
2,1897,1B,Cap Anson,45,114,497,424,67,121,17,3,3,75,11,0,60,27,0.285,0.379,0.361,0.74,93,153,0,4,9,0,0,Right,No
3,1897,2B,Jim Connor,34,77,318,285,40,83,10,5,3,38,10,0,24,20,0.291,0.355,0.393,0.748,95,112,0,4,5,0,0,Right,No
4,1897,SS,Bill Dahlen,27,75,339,276,67,80,18,8,6,40,15,0,43,25,0.29,0.399,0.478,0.877,128,132,0,7,13,0,0,Right,No
5,1897,3B,Bill Everitt,28,92,426,379,63,119,14,7,5,39,26,0,36,37,0.314,0.373,0.427,0.801,108,162,0,0,11,0,0,Left,No
6,1897,OF,George Decker,31,111,465,428,72,124,12,7,5,63,11,0,24,14,0.29,0.333,0.386,0.719,87,165,0,4,9,0,0,Left,No
7,1897,OF,Jimmy Ryan,34,136,587,520,103,156,33,17,5,85,27,0,50,27,0.3,0.369,0.458,0.827,115,238,0,7,10,0,0,Right,No
8,1897,OF,Bill Lange,26,118,541,479,119,163,24,14,5,83,73,0,48,12,0.34,0.406,0.48,0.886,130,230,0,5,9,0,0,Right,No
9,1897,IF,Barry McCormick,22,101,458,419,87,112,8,10,2,55,44,0,33,51,0.267,0.324,0.348,0.672,75,146,0,2,4,0,0,Right,No
10,1897,UT,Jimmy Callahan,23,94,383,360,60,105,18,6,3,47,12,0,10,25,0.292,0.32,0.4,0.72,87,144,0,5,8,0,0,Right,No
11,1897,OF,Walter Thornton,22,75,305,265,39,85,9,6,0,55,13,0,30,16,0.321,0.402,0.4,0.802,109,106,0,6,4,0,0,Left,No
12,1897,C,Tim Donahue,27,58,203,188,28,45,7,3,0,21,3,0,9,9,0.239,0.281,0.309,0.59,54,58,0,2,4,0,0,Left,No
13,1897,2B,Fred Pfeffer,37,32,131,114,10,26,0,1,0,11,5,0,12,5,0.228,0.318,0.246,0.563,48,28,0,3,2,0,0,Right,No
14,1897,OF,Tom Hernon,30,4,17,16,2,1,0,0,0,2,1,0,0,4,0.063,0.063,0.063,0.125,-67,1,0,0,1,0,0,Right,No
15,1897,P,Clark Griffith,27,46,183,162,27,38,8,4,0,21,2,0,18,8,0.235,0.311,0.333,0.644,68,54,0,0,3,0,0,Right,No
16,1897,P,Danny Friend,24,25,94,88,12,25,5,0,0,9,1,0,5,5,0.284,0.323,0.341,0.663,73,30,0,0,1,0,0,Left,No
17,1897,P,Buttons Briggs,21,22,86,81,5,13,0,1,0,5,1,0,3,15,0.16,0.19,0.185,0.376,-2,15,0,0,2,0,0,Right,No
18,1897,P,Roger Denzer,25,12,40,39,4,6,1,0,0,1,0,0,1,10,0.154,0.175,0.179,0.354,-8,7,0,0,0,0,0,Left,No
19,1897,P,Jim Korwan,23,5,13,12,0,0,0,0,0,0,0,0,1,5,0.0,0.077,0.0,0.077,-79,0,0,0,0,0,0,Right,No
20,1897,P,Dave Wright,21,1,4,3,1,1,0,0,0,1,0,0,1,0,0.333,0.5,0.333,0.833,119,1,0,0,0,0,0,Right,No
21,1897,P,Adonis Terry,32,1,4,3,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
1,1896,C,Malachi Kittridge,26,65,235,215,17,48,4,1,1,19,6,0,14,14,0.223,0.274,0.265,0.539,40,57,0,1,5,0,0,Right,No
2,1896,1B,Cap Anson,44,108,459,402,72,133,18,2,2,90,24,0,49,10,0.331,0.407,0.4,0.808,110,161,0,3,5,0,0,Right,No
3,1896,2B,Fred Pfeffer,36,94,388,360,45,88,16,7,2,52,22,0,23,20,0.244,0.294,0.344,0.638,65,124,0,2,3,0,0,Right,No
4,1896,SS,Bill Dahlen,26,125,573,474,137,167,30,19,9,74,51,0,64,36,0.352,0.438,0.553,0.99,156,262,0,8,27,0,0,Right,No
5,1896,3B,Bill Everitt,27,132,625,575,130,184,16,13,2,46,46,0,41,43,0.32,0.367,0.403,0.771,100,232,0,2,7,0,0,Left,No
6,1896,OF,George Decker,30,107,452,421,68,118,23,11,5,61,20,0,23,14,0.28,0.318,0.423,0.74,91,178,0,0,8,0,0,Left,No
7,1896,OF,Jimmy Ryan,33,128,549,489,83,149,24,10,3,86,29,0,46,16,0.305,0.369,0.413,0.782,103,202,0,4,10,0,0,Right,No
8,1896,OF,Bill Lange,25,122,545,469,114,153,21,16,4,92,84,0,65,24,0.326,0.414,0.465,0.879,128,218,0,5,6,0,0,Right,No
9,1896,C,Tim Donahue,26,57,207,188,27,41,10,1,0,20,11,0,11,15,0.218,0.276,0.282,0.558,45,53,0,4,4,0,0,Left,No
10,1896,3B,Barry McCormick,21,45,185,168,22,37,3,1,1,23,9,0,14,30,0.22,0.28,0.268,0.548,42,45,0,0,3,0,0,Right,No
11,1896,OF,George Flynn?,25,29,122,106,15,27,1,2,0,4,12,0,11,9,0.255,0.336,0.302,0.638,66,32,0,2,3,0,0,Right,No
12,1896,2B,Harry Truby?,28,29,118,109,13,28,2,2,2,31,4,0,6,5,0.257,0.314,0.367,0.681,76,40,0,3,0,0,0,Right,No
13,1896,MI,Josh Reilly,28,9,43,42,6,9,1,0,0,2,2,0,1,1,0.214,0.233,0.238,0.471,22,10,0,0,0,0,0,Right,No
14,1896,OF,Algie McBride,27,9,36,29,2,7,1,1,1,7,0,0,7,3,0.241,0.389,0.448,0.837,117,13,0,0,0,0,0,Left,No
15,1896,C,Con Daily,31,9,29,27,1,2,0,0,0,1,1,0,1,2,0.074,0.107,0.074,0.181,-53,2,0,0,1,0,0,Left,No
16,1896,OF,Walter Thornton,21,9,27,22,6,8,0,1,0,1,2,0,5,2,0.364,0.481,0.455,0.936,143,10,0,0,0,0,0,Left,No
17,1896,P,Clark Griffith,26,38,146,135,22,36,5,2,1,16,3,0,9,7,0.267,0.313,0.356,0.668,73,48,0,0,2,0,0,Right,No
18,1896,P,Danny Friend,23,37,133,126,12,30,3,3,1,10,2,0,3,5,0.238,0.256,0.333,0.589,52,42,0,0,4,0,0,Left,No
19,1896,P,Adonis Terry,31,30,111,99,14,26,4,2,0,15,4,0,8,12,0.263,0.324,0.343,0.668,73,34,0,1,3,0,0,Right,No
20,1896,P,Buttons Briggs,20,26,85,78,5,10,0,2,0,6,0,0,7,14,0.128,0.2,0.179,0.379,-1,14,0,0,0,0,0,Right,No
21,1896,P,Harley Parker,24,10,37,36,4,10,0,1,0,4,0,0,1,5,0.278,0.297,0.333,0.631,63,12,0,0,0,0,0,Right,No
22,1896,P,Monte McFarland,23,4,13,12,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
1,1895,C,Tim Donahue,25,63,245,219,29,59,9,1,2,36,5,0,20,25,0.269,0.339,0.347,0.686,72,76,0,3,3,0,0,Left,No
2,1895,1B,Cap Anson,43,122,545,474,87,159,23,6,2,91,12,0,55,23,0.335,0.408,0.422,0.83,108,200,0,3,13,0,0,Right,No
3,1895,2B,Ace Stewart,26,97,408,365,52,88,8,10,8,76,14,0,39,40,0.241,0.314,0.384,0.698,74,140,0,0,4,0,0,Right,No
4,1895,SS,Bill Dahlen,25,129,592,516,106,131,19,10,7,62,38,0,61,51,0.254,0.344,0.37,0.714,79,191,0,10,5,0,0,Right,No
5,1895,3B,Bill Everitt,26,133,596,550,129,197,16,10,3,88,47,0,33,42,0.358,0.399,0.44,0.839,110,242,0,4,9,0,0,Left,No
6,1895,OF,Walt Wilmot,31,108,506,466,86,132,16,6,8,72,28,0,30,19,0.283,0.327,0.395,0.721,80,184,0,0,10,0,0,Right,Yes
7,1895,OF,Jimmy Ryan,32,108,496,438,83,139,22,8,6,49,18,0,48,22,0.317,0.392,0.445,0.837,110,195,0,6,4,0,0,Right,No
8,1895,OF,Bill Lange,24,123,546,478,120,186,27,16,10,98,67,0,55,24,0.389,0.456,0.575,1.032,157,275,0,4,9,0,0,Right,No
9,1895,OF,George Decker,29,73,321,297,51,82,9,7,2,41,11,0,17,22,0.276,0.324,0.374,0.698,75,111,0,4,3,0,0,Left,No
10,1895,C,Malachi Kittridge,25,60,235,212,30,48,6,3,3,29,6,0,16,9,0.226,0.284,0.325,0.609,52,69,0,1,6,0,0,Right,No
11,1895,2B,Harry Truby?,27,33,135,119,17,40,3,0,0,16,7,0,10,7,0.336,0.402,0.361,0.763,92,43,0,3,3,0,0,Right,No
12,1895,C,Bill Moran?,25,15,59,55,8,9,2,1,1,9,2,0,3,2,0.164,0.22,0.291,0.511,27,16,0,1,0,0,0,Right,No
13,1895,SS,Charlie Irwin,26,3,12,10,4,2,0,0,0,0,0,0,2,1,0.2,0.333,0.2,0.533,36,2,0,0,0,0,0,Left,No
14,1895,UT,Jiggs Parrott?,23,3,5,4,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,26,1,0,0,1,0,0,Right,No
15,1895,P,Clark Griffith,25,43,163,144,20,46,3,0,1,27,2,0,16,9,0.319,0.391,0.361,0.752,89,52,0,1,2,0,0,Right,No
16,1895,P,Adonis Terry,30,40,145,137,18,30,3,2,1,10,1,0,2,17,0.219,0.236,0.292,0.528,32,40,0,1,5,0,0,Right,No
17,1895,P,Bill Hutchison,35,38,131,126,12,25,3,3,0,11,1,0,5,23,0.198,0.229,0.27,0.499,25,34,0,0,0,0,0,Right,No
18,1895,P,Scott Stratton,25,10,29,24,3,7,1,1,0,2,1,0,4,2,0.292,0.393,0.417,0.81,103,10,0,0,1,0,0,Left,No
19,1895,P,Walter Thornton,20,8,25,22,4,7,1,0,1,7,0,0,3,1,0.318,0.4,0.5,0.9,125,11,0,0,0,0,0,Left,No
20,1895,P,Harley Parker,23,7,24,22,3,7,0,1,0,2,0,0,1,1,0.318,0.375,0.409,0.784,96,9,0,1,0,0,0,Right,No
21,1895,P,Danny Friend,22,5,19,17,4,4,0,0,0,1,0,0,1,1,0.235,0.278,0.235,0.513,29,4,0,0,1,0,0,Left,No
22,1895,P,Monte McFarland,22,2,8,7,0,1,0,0,0,0,0,0,0,3,0.143,0.143,0.143,0.286,-28,1,0,0,1,0,0,Right,No
23,1895,P,John Dolan?,27,2,4,3,0,0,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,-34,0,0,0,0,0,0,Right,No
24,1895,P,Bert Abbey,25,1,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,67,1,0,0,0,0,0,Right,No
1,1894,C,Pop Schriver,28,98,397,354,56,97,12,3,3,49,9,0,32,21,0.274,0.344,0.35,0.695,64,124,0,6,5,0,0,Right,No
2,1894,1B,Cap Anson,42,84,394,343,85,133,29,4,5,100,17,0,41,15,0.388,0.457,0.539,0.997,135,185,0,3,7,0,0,Right,No
3,1894,2B,Jiggs Parrott?,22,126,553,525,82,130,17,9,3,65,30,0,16,35,0.248,0.274,0.331,0.605,42,174,0,3,9,0,0,Right,No
4,1894,SS,Bill Dahlen,24,122,596,507,150,182,32,14,15,108,43,0,76,33,0.359,0.445,0.566,1.011,138,287,0,3,10,0,0,Right,No
